id_employee,genre,statut_marital,departement,poste,a_quitte_l_entreprise,domaine_etude,frequence_deplacement,heure_supplementaires,evolution_cat_evol,categorie_employe,nombre_experiences_precedentes,annees_dans_l_entreprise,annees_depuis_la_derniere_promotion,nombre_participation_pee,niveau_education,revenu_mensuel,ecart_note_evaluation,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,nb_formations_suivies,age,distance_domicile_travail,exp_hors_entreprise,ratio_sans_promotion,satisfaction_employee_environnement,satisfaction_globale,revenu_par_annee_experience_totale,revenu_par_annee_experience_interne,mobilite_promotion
1340,M,Divorcé(e),Consulting,Assistant de Direction,False,Infra & Cloud,Aucun,False,stable,employe_experimente,9,4,0,1,2,3544,0,3,2,3,3,0,40,16,2,0,3,2.75,7088,10632,2
1344,M,Divorcé(e),Consulting,Manager,False,Infra & Cloud,Occasionnel,False,stable,employe_experimente,0,9,1,1,3,8500,0,4,4,2,3,0,34,9,1,0,4,3.5,10200,11333,6
1346,M,Célibataire,Consulting,Assistant de Direction,False,Infra & Cloud,Occasionnel,False,stable,employe_experimente,1,9,8,0,3,4661,0,4,3,3,3,4,40,2,0,0,3,3.25,6214,6214,0
1349,F,Divorcé(e),Commercial,Cadre Commercial,False,Marketing,Frequent,False,stable,employe_experimente,0,9,1,1,3,4103,0,1,4,3,3,2,41,1,1,0,3,2.75,4923,5470,2
1350,M,Célibataire,Consulting,Assistant de Direction,False,Infra & Cloud,Frequent,True,stable,employe_experimente,1,9,1,0,4,4249,0,3,2,3,3,3,35,4,0,0,3,2.75,5665,5665,5
1352,M,Divorcé(e),Ressources Humaines,Senior Manager,False,Infra & Cloud,Occasionnel,True,stable,employe_experimente,1,33,0,1,3,14026,0,2,2,3,3,2,51,5,0,0,3,2.5,5100,5100,9
1355,F,Divorcé(e),Commercial,Cadre Commercial,False,Infra & Cloud,Occasionnel,False,stable,employe_experimente,3,7,1,1,2,6893,0,1,4,3,3,3,38,2,4,0,2,2.5,7519,11816,6
1356,F,Célibataire,Commercial,Cadre Commercial,False,Transformation Digitale,Occasionnel,False,stable,employe_experimente,1,10,9,0,2,6125,0,1,4,4,3,6,34,15,0,0,3,3.0,7350,7350,-1
1358,M,Marié(e),Consulting,Consultant,False,Transformation Digitale,Occasionnel,False,stable,employe_experimente,3,3,1,3,1,3669,0,4,3,2,3,6,25,19,4,0,4,3.25,6289,14676,1
1360,F,Marié(e),Consulting,Tech Lead,True,Transformation Digitale,Occasionnel,True,hausse,employe_experimente,7,10,5,0,4,10008,1,1,4,2,3,0,58,7,21,0,3,2.5,3874,12009,4
1361,M,Marié(e),Consulting,Consultant,False,Infra & Cloud,Occasionnel,False,hausse,employe_experimente,3,4,0,1,4,2387,1,2,3,3,4,3,40,1,3,0,2,2.5,4092,7161,2
1362,F,Marié(e),Commercial,Cadre Commercial,False,Marketing,Frequent,False,baisse,employe_experimente,2,15,6,1,3,4639,-1,1,4,2,3,2,36,7,2,0,1,2.0,3274,3711,1
1363,M,Célibataire,Consulting,Tech Lead,False,Infra & Cloud,Occasionnel,False,stable,employe_experimente,1,10,0,0,3,7898,0,4,3,3,3,2,48,4,1,0,4,3.5,8616,9477,9
1364,F,Marié(e),Commercial,Représentant Commercial,False,Transformation Digitale,Occasionnel,False,baisse,employe_nouveau_poste_interne,8,1,0,1,3,2534,-1,4,2,3,3,4,27,11,4,0,3,3.0,6081,30408,-1
1367,F,Célibataire,Consulting,Tech Lead,False,Entrepreunariat,Occasionnel,False,hausse,employe_experimente,3,5,0,0,2,13142,1,2,2,2,3,1,51,11,24,0,4,2.5,5438,31540,2
1368,F,Célibataire,Consulting,Consultant,False,Infra & Cloud,Aucun,False,stable,employe_sans_experience,1,0,0,0,3,1611,0,4,3,4,3,5,18,1,0,-1,4,3.75,-1,-1,-1
1369,F,Marié(e),Consulting,Consultant,False,Transformation Digitale,Occasionnel,False,hausse,employe_experimente,0,9,0,1,3,5363,1,4,2,3,3,0,35,1,1,0,4,3.25,6435,7150,7
137,F,Célibataire,Consulting,Consultant,True,Infra & Cloud,Frequent,True,hausse,employe_nouveau_poste_interne,1,1,1,0,3,2926,1,4,2,3,3,5,20,6,0,1,4,3.25,35112,35112,-1
1371,M,Célibataire,Commercial,Cadre Commercial,False,Infra & Cloud,Frequent,False,hausse,employe_experimente,3,6,0,0,1,5071,3,4,2,3,4,3,27,2,2,0,4,3.25,7606,10142,2
1372,M,Célibataire,Commercial,Cadre Commercial,True,Marketing,Occasionnel,True,baisse,employe_experimente,6,19,3,0,4,13695,-1,3,3,2,3,2,55,13,5,0,1,2.25,6847,8649,4
1373,M,Marié(e),Consulting,Tech Lead,False,Infra & Cloud,Occasionnel,True,stable,employe_experimente,4,19,15,1,3,13402,0,2,1,3,3,0,56,23,14,0,4,2.5,4873,8464,1
1374,F,Divorcé(e),Consulting,Assistant de Direction,False,Entrepreunariat,Aucun,False,hausse,employe_experimente,1,5,0,3,1,2029,2,3,3,3,4,2,34,26,0,0,1,2.5,4869,4869,4
1375,F,Divorcé(e),Consulting,Manager,False,Transformation Digitale,Occasionnel,False,stable,employe_experimente,5,12,11,3,1,6377,0,3,2,3,4,0,40,2,3,0,2,2.5,5101,6377,0
1377,M,Marié(e),Consulting,Consultant,False,Transformation Digitale,Occasionnel,False,stable,employe_experimente,4,8,7,2,3,5429,0,3,1,3,3,1,34,29,2,0,2,2.25,6514,8143,0
1379,F,Célibataire,Commercial,Représentant Commercial,True,Infra & Cloud,Frequent,False,hausse,employe_nouveau_poste_interne,7,1,0,0,3,2785,1,4,3,4,3,3,31,2,2,0,3,3.5,11140,33420,-1
138,F,Célibataire,Consulting,Assistant de Direction,False,Autre,Occasionnel,False,stable,employe_experimente,1,16,2,0,4,4809,0,3,3,3,3,3,34,6,0,0,1,2.5,3606,3606,11
1380,F,Marié(e),Commercial,Cadre Commercial,True,Marketing,Frequent,True,stable,employe_experimente,0,4,3,1,4,4614,0,3,3,2,3,0,35,18,1,0,4,3.0,11073,13842,-1
1382,M,Divorcé(e),Consulting,Assistant de Direction,False,Infra & Cloud,Frequent,False,baisse,employe_experimente,1,4,0,3,3,2610,-1,3,4,3,3,2,38,7,0,0,4,3.5,7830,7830,2
1383,F,Célibataire,Consulting,Manager,False,Entrepreunariat,Occasionnel,False,stable,employe_experimente,1,14,4,0,4,6687,0,4,4,4,3,2,34,2,0,0,3,3.75,5731,5731,7
1387,M,Marié(e),Commercial,Cadre Commercial,False,Infra & Cloud,Occasionnel,False,hausse,employe_experimente,1,5,0,1,3,4724,1,1,3,3,3,0,28,26,0,0,3,2.5,11337,11337,3
1389,M,Marié(e),Consulting,Tech Lead,True,Transformation Digitale,Occasionnel,True,stable,employe_experimente,1,10,6,2,4,6179,0,3,4,2,3,3,31,22,0,0,4,3.25,7414,7414,-4
139,M,Divorcé(e),Consulting,Manager,False,Infra & Cloud,Aucun,False,hausse,employe_nouveau_poste_interne,5,1,0,1,2,5163,1,4,4,4,3,2,37,2,16,0,3,3.75,3644,61956,-1
1390,M,Marié(e),Commercial,Cadre Commercial,False,Infra & Cloud,Occasionnel,True,hausse,employe_experimente,3,5,1,2,4,6120,1,4,4,4,3,2,39,21,3,0,1,3.25,9180,14688,3
1391,M,Marié(e),Commercial,Cadre Commercial,False,Marketing,Frequent,False,stable,employe_experimente,2,4,3,0,3,10596,0,2,2,3,3,5,51,2,10,0,2,2.25,9082,31788,-1
1392,F,Divorcé(e),Consulting,Assistant de Direction,False,Infra & Cloud,Frequent,True,stable,employe_experimente,3,6,3,2,3,5467,0,4,1,2,3,4,41,22,6,0,4,2.75,5467,10934,-1
1394,M,Marié(e),Consulting,Assistant de Direction,False,Infra & Cloud,Occasionnel,True,stable,employe_experimente,7,6,1,0,1,2996,0,3,4,3,3,2,37,4,2,0,3,3.25,4494,5992,3
1395,M,Marié(e),Commercial,Cadre Commercial,False,Infra & Cloud,Frequent,False,stable,employe_experimente,6,5,1,0,1,9998,0,4,1,4,3,2,33,5,3,0,2,2.75,14997,23995,3
1396,M,Marié(e),Commercial,Cadre Commercial,False,Marketing,Occasionnel,True,stable,employe_experimente,0,3,1,3,1,4078,0,2,1,2,3,3,32,2,1,0,3,2.0,12234,16312,1
1397,M,Marié(e),Consulting,Manager,False,Infra & Cloud,Aucun,False,hausse,employe_experimente,3,6,0,1,2,10920,1,3,2,3,4,2,39,25,7,0,3,2.75,10080,21840,4
1399,M,Marié(e),Commercial,Cadre Commercial,False,Infra & Cloud,Occasionnel,False,baisse,employe_experimente,2,3,1,0,1,6232,-1,3,2,2,3,3,25,18,3,0,1,2.0,12464,24928,1
14,M,Marié(e),Consulting,Consultant,False,Transformation Digitale,Occasionnel,False,baisse,employe_experimente,0,5,0,1,3,2426,-1,2,3,3,3,5,35,16,1,0,1,2.25,4852,5822,4
140,F,Marié(e),Ressources Humaines,Senior Manager,False,Ressources Humaines,Aucun,False,hausse,employe_experimente,9,3,2,1,4,18844,2,4,4,3,4,3,59,2,27,0,3,3.5,7537,75376,0
1401,F,Marié(e),Consulting,Tech Lead,False,Transformation Digitale,Frequent,True,baisse,employe_experimente,2,5,0,1,2,13247,-1,3,2,2,3,3,52,28,19,0,4,2.75,6623,31792,3
1402,F,Célibataire,Consulting,Assistant de Direction,False,Transformation Digitale,Occasionnel,True,hausse,employe_experimente,1,20,1,0,3,4081,1,3,1,1,3,3,43,6,0,0,1,1.5,2448,2448,6
1403,F,Marié(e),Commercial,Cadre Commercial,False,Marketing,Occasionnel,True,hausse,employe_experimente,1,6,4,0,3,5769,1,4,4,3,3,3,27,10,0,0,4,3.75,11538,11538,-2
1405,F,Célibataire,Consulting,Assistant de Direction,True,Infra & Cloud,Occasionnel,True,stable,employe_experimente,1,8,7,0,4,2394,0,3,4,3,3,2,27,17,0,0,4,3.5,3591,3591,-5
1407,M,Célibataire,Consulting,Assistant de Direction,False,Transformation Digitale,Occasionnel,False,hausse,employe_experimente,0,4,1,0,1,3904,1,4,4,3,3,2,26,2,1,0,1,3.0,9369,11712,2
1408,F,Marié(e),Ressources Humaines,Senior Manager,False,Ressources Humaines,Occasionnel,False,stable,employe_experimente,0,20,0,1,3,16799,0,1,3,3,3,5,42,10,1,0,3,2.5,9599,10079,7
1409,F,Marié(e),Consulting,Consultant,False,Autre,Occasionnel,False,stable,employe_experimente,9,5,0,0,4,2950,0,1,3,1,3,2,52,8,7,0,3,2.0,2950,7080,4
141,F,Marié(e),Consulting,Directeur Technique,False,Infra & Cloud,Frequent,True,stable,employe_experimente,3,8,0,0,3,18172,0,2,1,2,3,1,50,1,20,0,1,1.5,7788,27258,3
1411,F,Célibataire,Consulting,Consultant,False,Transformation Digitale,Occasionnel,False,stable,employe_experimente,4,3,0,0,3,3629,0,3,1,3,3,6,37,11,5,0,1,2.0,5443,14516,2
1412,M,Célibataire,Consulting,Tech Lead,False,Infra & Cloud,Frequent,False,stable,employe_experimente,2,2,2,0,2,9362,0,4,3,3,3,2,35,18,8,1,3,3.25,11234,56172,0
1415,M,Marié(e),Consulting,Consultant,False,Entrepreunariat,Occasionnel,False,stable,employe_experimente,4,3,0,1,3,3229,0,4,2,2,3,2,25,1,4,0,1,2.25,5535,12916,2
1417,M,Célibataire,Consulting,Consultant,False,Autre,Occasionnel,False,baisse,employe_experimente,0,7,0,0,3,3578,-1,1,4,3,3,2,26,7,1,0,3,2.75,5367,6133,7
1419,M,Célibataire,Ressources Humaines,Ressources Humaines,False,Autre,Occasionnel,False,hausse,employe_experimente,1,10,0,0,3,7988,1,1,1,2,3,3,29,17,0,0,2,1.5,9585,9585,9
142,M,Célibataire,Commercial,Cadre Commercial,True,Marketing,Occasionnel,True,hausse,employe_experimente,1,6,0,0,3,5744,1,3,4,3,3,1,25,5,0,0,3,3.25,11488,11488,4
1420,M,Célibataire,Consulting,Consultant,True,Infra & Cloud,Frequent,False,hausse,employe_experimente,3,4,1,0,2,4284,2,1,1,3,4,2,49,28,16,0,1,1.5,2570,12852,2
1421,F,Célibataire,Consulting,Manager,True,Autre,Frequent,True,stable,employe_experimente,0,8,7,0,1,7553,0,4,1,3,3,1,29,14,1,0,3,2.75,10070,11329,0
1422,F,Célibataire,Consulting,Directeur Technique,False,Transformation Digitale,Occasionnel,False,stable,employe_experimente,6,20,12,0,3,17328,0,4,4,2,3,3,54,1,9,0,4,3.5,7170,10396,-5
1423,F,Marié(e),Consulting,Directeur Technique,False,Transformation Digitale,Occasionnel,True,hausse,employe_experimente,3,9,1,1,3,19701,1,1,3,3,4,3,58,1,23,0,4,2.75,7387,26268,7
1424,M,Divorcé(e),Consulting,Directeur Technique,False,Transformation Digitale,Occasionnel,False,baisse,employe_experimente,2,7,0,2,4,14732,-1,4,4,4,3,4,55,1,24,0,2,3.5,5702,25254,7
1425,F,Célibataire,Commercial,Cadre Commercial,False,Marketing,Occasionnel,True,stable,employe_experimente,3,5,0,0,4,9278,0,2,4,3,3,3,36,3,10,0,1,2.5,7422,22267,4
1427,F,Célibataire,Commercial,Représentant Commercial,True,Infra & Cloud,Frequent,False,hausse,employe_nouveau_poste_interne,1,1,0,0,4,1359,2,3,2,3,3,3,31,1,0,0,2,2.5,16308,16308,-1
1428,F,Divorcé(e),Commercial,Cadre Commercial,False,Marketing,Occasionnel,False,stable,employe_experimente,7,3,0,2,4,4779,0,1,2,3,3,3,30,7,5,0,4,2.5,7168,19116,2
143,M,Marié(e),Consulting,Assistant de Direction,False,Transformation Digitale,Occasionnel,False,hausse,employe_experimente,1,2,2,2,1,2889,1,4,3,3,3,2,25,7,0,1,4,3.5,17334,17334,0
1430,F,Célibataire,Consulting,Directeur Technique,False,Infra & Cloud,Occasionnel,False,stable,employe_experimente,3,3,1,0,5,16422,0,2,3,4,3,3,31,8,6,0,1,2.5,21896,65688,1
1431,M,Divorcé(e),Consulting,Assistant de Direction,False,Autre,Frequent,False,stable,employe_experimente,5,4,1,2,4,2996,0,1,3,3,3,2,34,1,6,0,4,2.75,3595,8988,2
1433,F,Célibataire,Consulting,Assistant de Direction,True,Infra & Cloud,Occasionnel,False,hausse,employe_nouveau_poste_interne,1,1,0,0,3,1261,1,2,3,4,3,3,31,8,0,0,1,2.5,15132,15132,-1
1434,M,Marié(e),Consulting,Consultant,False,Infra & Cloud,Occasionnel,False,stable,employe_nouveau_poste_interne,0,5,1,0,1,2099,0,1,2,4,3,3,27,11,1,0,2,2.25,4198,5037,-1
1435,M,Célibataire,Consulting,Consultant,False,Infra & Cloud,Occasionnel,False,hausse,employe_experimente,1,10,1,0,4,5810,1,4,3,2,3,2,36,4,0,0,1,2.5,6972,6972,3
1436,F,Marié(e),Commercial,Cadre Commercial,False,Marketing,Occasionnel,False,hausse,employe_experimente,4,3,0,2,4,5647,1,1,1,2,3,3,36,16,8,0,3,1.75,6160,22588,2
1438,M,Marié(e),Consulting,Assistant de Direction,False,Entrepreunariat,Occasionnel,False,stable,employe_experimente,7,6,1,1,3,3420,0,4,3,2,3,2,47,1,11,0,1,2.5,2414,6840,4
1439,M,Marié(e),Commercial,Représentant Commercial,True,Infra & Cloud,Occasionnel,False,hausse,employe_experimente,3,3,2,0,2,4400,1,1,1,3,3,2,25,9,3,0,1,1.5,8800,17600,0
144,F,Célibataire,Consulting,Consultant,False,Transformation Digitale,Occasionnel,False,stable,employe_experimente_nouvel_entrant,1,0,0,0,3,2871,0,4,3,3,3,5,22,15,1,-1,2,3.0,34452,-1,-1
1440,M,Célibataire,Consulting,Consultant,False,Entrepreunariat,Aucun,False,baisse,employe_experimente,0,6,1,0,2,3500,-1,3,1,1,3,2,37,5,1,0,3,2.0,6000,7000,4
1441,F,Marié(e),Consulting,Assistant de Direction,False,Infra & Cloud,Occasionnel,False,hausse,employe_experimente,2,3,1,1,2,2066,1,1,4,4,4,3,56,1,2,0,1,2.5,4958,8264,1
1443,F,Marié(e),Consulting,Directeur Technique,False,Transformation Digitale,Occasionnel,False,stable,employe_experimente,3,20,5,2,4,17169,0,3,2,4,3,2,47,2,6,0,1,2.5,7924,10301,12
1445,F,Marié(e),Commercial,Cadre Commercial,False,Transformation Digitale,Occasionnel,True,stable,employe_experimente,1,5,0,2,1,4162,0,3,3,3,3,3,24,4,0,0,4,3.25,9988,9988,4
1446,M,Marié(e),Commercial,Cadre Commercial,False,Marketing,Occasionnel,False,stable,employe_experimente,4,4,0,1,5,9204,0,4,3,2,3,3,32,7,3,0,4,3.25,15778,27612,3
1447,F,Marié(e),Consulting,Consultant,False,Infra & Cloud,Occasionnel,False,hausse,employe_experimente,5,5,0,1,3,3294,1,2,1,2,3,2,34,1,2,0,4,2.25,5646,7905,4
1448,M,Marié(e),Consulting,Assistant de Direction,False,Transformation Digitale,Occasionnel,True,baisse,employe_experimente,2,4,0,0,5,2127,-1,3,1,2,3,5,41,5,3,0,2,2.0,3646,6381,2
1449,M,Divorcé(e),Consulting,Consultant,False,Autre,Aucun,False,stable,employe_experimente,3,8,0,2,4,3975,0,3,3,4,3,2,40,9,3,0,3,3.25,4336,5962,7
145,F,Célibataire,Consulting,Manager,False,Transformation Digitale,Frequent,False,hausse,employe_experimente,3,13,12,0,4,7484,2,1,3,2,4,1,51,1,10,0,1,1.75,3904,6908,0
1453,M,Divorcé(e),Commercial,Cadre Commercial,False,Infra & Cloud,Occasionnel,False,stable,employe_experimente,1,13,9,1,2,10793,0,4,1,3,3,5,31,8,0,0,1,2.25,9962,9962,-2
1457,M,Divorcé(e),Commercial,Cadre Commercial,True,Marketing,Occasionnel,False,stable,employe_experimente,4,7,4,1,3,10096,0,4,1,4,3,1,46,9,21,0,1,2.5,4326,17307,3
1458,F,Célibataire,Consulting,Consultant,True,Infra & Cloud,Aucun,True,hausse,employe_nouveau_poste_interne,2,1,0,0,3,3646,2,1,2,4,4,2,39,2,10,0,1,2.0,3977,43752,-1
1459,F,Célibataire,Consulting,Tech Lead,True,Infra & Cloud,Frequent,False,baisse,employe_experimente,1,10,4,0,5,7446,-1,2,1,3,3,2,31,1,0,0,3,2.25,8935,8935,4
1460,M,Divorcé(e),Consulting,Manager,False,Transformation Digitale,Occasionnel,True,hausse,employe_experimente,2,7,0,1,3,10851,2,1,2,3,3,2,45,20,17,0,2,2.0,5425,18601,7
1461,F,Célibataire,Ressources Humaines,Ressources Humaines,False,Transformation Digitale,Occasionnel,False,baisse,employe_experimente,9,3,0,0,2,2109,-1,2,4,3,3,3,31,8,5,0,4,3.25,3163,8436,2
1464,M,Marié(e),Consulting,Consultant,True,Infra & Cloud,Frequent,True,stable,employe_experimente,6,2,2,1,3,3722,0,4,3,1,3,2,31,2,5,1,2,2.5,6380,22332,0
1465,M,Marié(e),Consulting,Tech Lead,False,Entrepreunariat,Occasionnel,True,stable,employe_experimente,4,3,1,2,3,9380,0,4,4,4,3,4,45,29,7,0,2,3.5,11256,37520,0
1466,M,Divorcé(e),Commercial,Cadre Commercial,False,Marketing,Occasionnel,False,stable,employe_experimente,4,2,2,3,3,5486,0,1,1,3,3,3,48,7,13,1,3,2.0,4388,32916,0
1467,F,Marié(e),Ressources Humaines,Ressources Humaines,True,Entrepreunariat,Occasionnel,False,stable,employe_experimente,1,2,2,0,4,2742,0,3,4,3,3,0,34,9,0,1,1,2.75,16452,16452,0
1468,M,Divorcé(e),Consulting,Directeur Technique,False,Transformation Digitale,Aucun,False,hausse,employe_experimente,2,9,4,1,1,13757,1,2,3,3,3,5,40,8,7,0,4,3.0,10317,18342,4
1469,M,Célibataire,Commercial,Cadre Commercial,False,Transformation Digitale,Occasionnel,False,stable,employe_experimente,0,5,1,0,3,8463,0,1,4,3,3,4,28,5,1,0,4,3.0,16926,20311,3
147,M,Célibataire,Consulting,Consultant,True,Infra & Cloud,Frequent,True,hausse,employe_experimente,1,9,0,0,3,6074,3,3,4,3,4,3,34,7,0,0,1,2.75,8098,8098,7
1471,M,Célibataire,Consulting,Consultant,False,Infra & Cloud,Aucun,False,hausse,employe_experimente,3,5,0,0,3,3162,1,3,4,3,3,5,44,5,2,0,3,3.25,5420,7588,2
1472,M,Célibataire,Consulting,Directeur Technique,False,Transformation Digitale,Occasionnel,False,baisse,employe_experimente,4,9,8,0,3,16598,-1,2,2,2,3,2,53,2,26,0,4,2.5,5690,22130,0
1473,M,Marié(e),Consulting,Manager,False,Entrepreunariat,Occasionnel,False,stable,employe_experimente,2,3,1,1,4,6651,0,3,2,2,3,0,49,5,17,0,1,2.0,3990,26604,1
1474,M,Divorcé(e),Consulting,Assistant de Direction,False,Transformation Digitale,Occasionnel,False,stable,employe_experimente,2,3,1,1,3,2345,0,3,3,4,3,3,40,2,5,0,3,3.25,3517,9380,0
1475,M,Célibataire,Consulting,Assistant de Direction,False,Infra & Cloud,Occasionnel,False,stable,employe_experimente,1,5,1,0,3,3420,0,2,3,2,3,3,44,20,1,0,4,2.75,6840,8208,1
1477,M,Marié(e),Commercial,Cadre Commercial,False,Transformation Digitale,Frequent,False,stable,employe_experimente,0,4,0,2,3,4373,0,1,1,3,3,2,33,7,1,0,4,2.25,10495,13119,3
1478,M,Célibataire,Commercial,Cadre Commercial,False,Autre,Occasionnel,False,hausse,employe_experimente,3,13,3,0,3,4759,2,1,4,3,3,2,34,3,2,0,4,3.0,3807,4392,6
1479,M,Marié(e),Commercial,Cadre Commercial,False,Infra & Cloud,Occasionnel,False,stable,employe_experimente,8,2,2,2,1,5301,0,3,3,2,3,2,30,16,2,1,4,3.0,15903,31806,-1
148,F,Célibataire,Ressources Humaines,Senior Manager,False,Ressources Humaines,Aucun,True,baisse,employe_experimente,2,5,4,0,3,17328,-1,4,3,3,3,3,54,26,18,0,4,3.5,9040,41587,-1
1480,F,Célibataire,Consulting,Consultant,False,Transformation Digitale,Frequent,False,stable,employe_experimente,1,12,5,0,2,3673,0,4,3,3,3,3,42,9,0,0,1,2.75,3673,3673,4
1481,F,Marié(e),Commercial,Cadre Commercial,False,Marketing,Frequent,False,stable,employe_nouveau_poste_interne,7,1,0,1,5,4768,0,3,3,2,3,4,44,1,10,0,1,2.25,5201,57216,-1
1482,M,Divorcé(e),Consulting,Assistant de Direction,False,Entrepreunariat,Aucun,False,stable,employe_nouveau_poste_interne,1,1,0,2,3,1274,0,3,2,2,3,2,30,7,0,0,3,2.5,15288,15288,-1
1483,M,Marié(e),Consulting,Assistant de Direction,False,Infra & Cloud,Occasionnel,False,stable,employe_experimente,0,12,2,1,2,4900,0,3,1,2,4,2,57,1,1,0,2,2.0,4523,4900,7
1484,M,Divorcé(e),Consulting,Manager,False,Infra & Cloud,Occasionnel,False,stable,employe_experimente,3,8,0,2,4,10466,0,2,2,3,3,3,49,7,21,0,3,2.5,4330,15699,7
1485,M,Divorcé(e),Consulting,Directeur Technique,False,Transformation Digitale,Frequent,False,stable,employe_experimente,7,14,6,2,3,17007,0,1,4,2,3,3,34,15,2,0,2,2.25,12755,14577,2
1486,M,Marié(e),Commercial,Représentant Commercial,True,Entrepreunariat,Frequent,False,stable,employe_experimente,3,3,1,1,3,2909,0,3,4,4,3,3,28,1,2,0,1,3.0,6981,11636,1
1487,F,Célibataire,Commercial,Cadre Commercial,True,Entrepreunariat,Frequent,False,stable,employe_experimente,5,5,0,0,3,5765,0,2,1,1,3,4,29,13,2,0,1,1.25,9882,13836,3
1489,F,Célibataire,Commercial,Cadre Commercial,True,Transformation Digitale,Occasionnel,True,hausse,employe_experimente,0,15,10,0,4,4599,2,2,3,4,4,2,34,24,1,0,1,2.5,3449,3679,-1
1492,M,Marié(e),Commercial,Représentant Commercial,False,Infra & Cloud,Occasionnel,False,stable,employe_nouveau_poste_interne,1,1,0,1,1,2404,0,3,1,3,3,3,35,7,0,0,4,2.75,28848,28848,-1
1494,M,Célibataire,Consulting,Consultant,True,Transformation Digitale,Frequent,True,stable,employe_experimente_nouvel_entrant,2,0,0,0,3,3172,0,1,3,2,3,2,24,9,4,-1,2,2.0,9516,-1,-1
1495,F,Marié(e),Commercial,Représentant Commercial,False,Infra & Cloud,Aucun,False,stable,employe_nouveau_poste_interne,1,1,0,1,2,2033,0,2,3,3,3,2,24,13,0,0,4,3.0,24396,24396,-1
1496,M,Célibataire,Consulting,Tech Lead,False,Transformation Digitale,Frequent,True,stable,employe_experimente,5,2,2,0,1,10209,0,3,2,2,3,2,44,2,14,1,2,2.25,7656,61254,0
1497,M,Divorcé(e),Commercial,Cadre Commercial,False,Infra & Cloud,Occasionnel,False,hausse,employe_experimente,1,10,0,2,3,8620,1,3,3,3,3,3,29,19,0,0,3,3.0,10344,10344,7
1499,M,Divorcé(e),Ressources Humaines,Ressources Humaines,False,Infra & Cloud,Occasionnel,False,hausse,employe_experimente,0,5,1,1,3,2064,1,3,1,4,4,3,30,1,1,0,3,2.75,4128,4953,2
15,F,Célibataire,Consulting,Consultant,False,Infra & Cloud,Occasionnel,True,hausse,employe_experimente,0,9,0,0,2,4193,1,3,4,3,3,3,29,15,1,0,4,3.5,5031,5590,5
150,M,Marié(e),Consulting,Consultant,False,Infra & Cloud,Occasionnel,False,stable,employe_experimente,0,5,1,1,1,2774,0,3,3,3,3,2,24,18,1,0,2,2.75,5548,6657,2
1501,M,Marié(e),Consulting,Manager,False,Infra & Cloud,Occasionnel,True,stable,employe_experimente,0,3,1,0,4,4035,0,3,2,3,3,2,55,4,1,0,4,3.0,12105,16140,1
1502,F,Marié(e),Consulting,Consultant,False,Transformation Digitale,Occasionnel,False,hausse,employe_experimente,8,5,0,0,4,3838,1,2,4,3,3,5,33,4,3,0,1,2.5,5757,9211,4
1503,F,Marié(e),Commercial,Cadre Commercial,False,Transformation Digitale,Occasionnel,True,stable,employe_experimente,3,5,1,1,3,4591,0,3,3,2,3,4,47,14,6,0,3,2.75,5008,11018,3
1504,M,Célibataire,Consulting,Consultant,True,Transformation Digitale,Frequent,False,hausse,employe_experimente_nouvel_entrant,7,0,0,0,2,2561,1,1,3,2,3,2,28,2,8,-1,3,2.25,3841,-1,-1
1506,M,Divorcé(e),Consulting,Assistant de Direction,False,Infra & Cloud,Occasionnel,False,hausse,employe_nouveau_poste_interne,1,1,0,1,3,1563,1,3,4,1,3,2,28,1,0,0,1,2.25,18756,18756,-1
1507,M,Célibataire,Commercial,Cadre Commercial,False,Infra & Cloud,Frequent,False,stable,employe_experimente,0,4,1,0,3,4898,0,1,4,3,3,5,28,7,1,0,3,2.75,11755,14694,1
1509,F,Marié(e),Consulting,Consultant,False,Transformation Digitale,Occasionnel,False,hausse,employe_experimente,4,3,1,1,2,4789,2,1,1,3,4,3,49,3,7,0,3,2.0,5746,19156,1
151,F,Divorcé(e),Consulting,Assistant de Direction,False,Infra & Cloud,Occasionnel,False,hausse,employe_nouveau_poste_interne,6,1,0,1,4,4505,1,2,3,3,3,3,34,6,11,0,3,2.75,4505,54060,-1
1513,F,Marié(e),Consulting,Consultant,False,Infra & Cloud,Frequent,False,stable,employe_experimente,0,3,0,3,1,3180,0,2,3,3,3,3,29,2,1,0,4,3.0,9540,12720,2
1514,M,Marié(e),Consulting,Tech Lead,False,Infra & Cloud,Occasionnel,False,hausse,employe_experimente,1,8,1,2,1,6549,2,2,2,2,3,2,28,29,0,0,3,2.25,9823,9823,5
1515,M,Célibataire,Consulting,Manager,False,Infra & Cloud,Occasionnel,True,stable,employe_experimente_nouvel_entrant,2,0,0,0,5,6388,0,3,1,3,3,6,33,8,14,-1,4,2.75,5475,-1,-1
1516,M,Célibataire,Consulting,Senior Manager,False,Transformation Digitale,Occasionnel,False,hausse,employe_experimente,2,5,0,0,3,11244,1,4,2,4,4,5,32,10,5,0,3,3.25,13492,26985,2
152,M,Célibataire,Commercial,Cadre Commercial,False,Infra & Cloud,Occasionnel,False,stable,employe_experimente,2,5,1,0,3,7428,0,4,1,3,3,3,37,3,7,0,3,2.75,7428,17827,2
